fuel_type,gearbox,mileage,model,name,place,price,seller_type,users_data,year
Benzyna,Automatyczna,20 321 km,Peugeot,Peugeot 2008 1.2 PureTech GT Line S&S EAT8,Turek (Wielkopolskie),87 700,Prywatny sprzedawca,1 199 cm3 • 130 KM • II GT Line SUV 1.2 PureTech 130KM,2022
Benzyna,Manualna,125 076 km,Peugeot,Peugeot 2008 1.2 Pure Tech Active,Brzeźnica (Małopolskie),28 999,Prywatny sprzedawca,1 199 cm3 • 82 KM • 1.2 Benzyna / 125tys km / Zarejestrowany / Bezwypadkowy /,2013
Diesel,Manualna,272 000 km,Peugeot,Peugeot 3008 1.6 HDi Trendy,Ostrów Wielkopolski (Wielkopolskie),21 900,Prywatny sprzedawca,1 560 cm3 • 110 KM • Peugeot 3008 1.6 HDi Trendy,2010
Diesel,Manualna,143 533 km,Peugeot,Peugeot 208,Strzałkowo (Wielkopolskie),25 900,Prywatny sprzedawca,1 398 cm3 • 68 KM • Peugeot 208 stan BDB BEZ DWUMASY,2015
Benzyna,Manualna,25 000 km,Piaggio,Piaggio Porter,Deszczno (Lubuskie),11 900,,993 cm3 • 43 KM • Pfau porter piggio 4x4 wywrotka pojazd komunalny odsniezarka plug,1994
Benzyna,Manualna,54 000 km,Piaggio,Piaggio Porter,Deszczno (Lubuskie),6 900,,993 cm3 • 48 KM • Pfau porter wywrotka 4x4 plug piaskarka odsniezanie chodnikow,1994
Benzyna,Manualna,54 000 km,Piaggio,Piaggio Porter,Deszczno (Lubuskie),6 900,,993 cm3 • 48 KM • Pfau porter wywrotka 4x4 plug piaskarka odsniezanie chodnikow,1994
Benzyna,Automatyczna,11 111 km,Plymouth,Plymouth Road Runner,Warszawa (Mazowieckie),170 000,Prywatny sprzedawca,6 400 cm3 • 335 KM • Plymouth RoadRunner (RM21H),1969
Elektryczny,Automatyczna,9 000 km,Polestar,Polestar 2 Single Motor 69kWh,Świecie (Kujawsko-pomorskie),82 900,,231 KM • 2023r. Elektryk 69kwh Navi Kamera 360 Full Led Europa,2023
Elektryczny,Automatyczna,54 175 km,Polestar,Polestar 2,Chwaszczyno (Pomorskie),58 000,,2021 POLESTAR 2 / Elektryczny / 4x4 / Automat,2021
Elektryczny,Automatyczna,97 400 km,Polestar,Polestar 2 Single Motor 64kWh,Kraków (Małopolskie),119 500,Prywatny sprzedawca,"224 KM • europejski, bezwypadkowy, faktura vat 23%, stan wzorowy!!!",2022
Elektryczny,Automatyczna,23 000 km,Polestar,Polestar 2 Dual Motor 78kWh,Olmonty (Podlaskie),129 000,Prywatny sprzedawca,"408 KM • Polestar 2 Performance 4,5s-100km/h dual motor",2023
Elektryczny,Automatyczna,25 300 km,Polestar,Polestar 2 Dual Motor 78kWh,Siedlce (Mazowieckie),59 900,Prywatny sprzedawca,"408 KM • Uszkodzony powierzchownie Polestar 2, jeździ, technicznie sprawny",2022
Elektryczny,Automatyczna,17 356 km,Polestar,Polestar 2,Warszawa (Mazowieckie),77 900,,408 KM,2021
Elektryczny,Automatyczna,120 km,Polestar,Polestar 2,Warszawa (Mazowieckie),150 000,,150 KM • Nowy,2011
Benzyna,Manualna,23 000 km,Polonez,Polonez 1.5,Dąbrowa Białostocka (Podlaskie),35 900,Prywatny sprzedawca,"1 500 cm3 • 75 KM • Polonez stan idealny, mały przebieg, oryginał",1991
Benzyna,Manualna,135 246 km,Polonez,Polonez Atu,Łańcut (Podkarpackie),12 000,Prywatny sprzedawca,1 398 cm3 • 74 KM,1997
Benzyna,Manualna,130 000 km,Polonez,Polonez Atu,Krosno (Podkarpackie),24 500,Prywatny sprzedawca,1 598 cm3 • 84 KM • Oryginalny bardzo dobry stan,1996
Benzyna,Manualna,82 000 km,Polonez,Polonez Caro,Żywocice (Opolskie),17 999,,"1 598 cm3 • 87 KM • Jeden Właściciel, Czarne Tablice, Książka Serwisowa, Super Stan, KLASY",1994
Benzyna,Manualna,20 000 km,Polonez,Polonez Caro,Tomaszów Lubelski (Lubelskie),14 200,Prywatny sprzedawca,1 598 cm3 • 76 KM,1995
Benzyna+LPG,Manualna,176 000 km,Polonez,Polonez Caro,Opoczno (Łódzkie),15 000,Prywatny sprzedawca,1 598 cm3 • 160 KM • Pierwszy wlasciciel.,1995
Benzyna,Manualna,103 414 km,Polonez,Polonez Caro,Rawicz (Wielkopolskie),8 000,Prywatny sprzedawca,1 598 cm3 • 77 KM • Polonez od emerytowanego kierowcy zawodowego.,1997
Benzyna,Manualna,41 771 km,Polonez,Polonez 1.6,Mielnik (Podlaskie),4 500,Prywatny sprzedawca,1 593 cm3 • 150 KM • POLONEZ< niski przebieg < Dobry stan,1992
Benzyna,Manualna,134 000 km,Polonez,Polonez 1.6,Olsztyn (Warmińsko-mazurskie),9 990,,"1 598 cm3 • 84 KM • Karetka, Ambulans, 1998 Rok, 1.6 Benzyna",1998
Benzyna,Manualna,50 000 km,Polonez,Polonez Atu,Milicz (Dolnośląskie),24 500,Prywatny sprzedawca,1 598 cm3 • 84 KM • Polonez Atu plus rok prod 1999 przebieg 50000 km,1999
Benzyna,Manualna,187 400 km,Polonez,Polonez 1.6,Olsztyn (Warmińsko-mazurskie),7 900,Prywatny sprzedawca,1 598 cm3 • 87 KM • Polonez Truck,1996
Benzyna,Manualna,41 000 km,Polonez,Polonez 1.5,Płock (Mazowieckie),29 800,Prywatny sprzedawca,1 481 cm3 • 82 KM • Polonez Borewicz Super Stan,1986
Benzyna,Manualna,40 000 km,Polonez,Polonez Caro,Brodnica (Kujawsko-pomorskie),18 500,Prywatny sprzedawca,"1 598 cm3 • 75 KM • FSO POLONEZ 1,6 GLE, 1994 rok, cały oryginalny 40 tyś.km, bez rdzy",1994
Benzyna,Manualna,9 922 km,Polonez,Polonez Caro,Tomaszów Mazowiecki (Łódzkie),9 000,Prywatny sprzedawca,1 598 cm3 • 87 KM,1991
Benzyna,Manualna,30 000 km,Polonez,Polonez 1.6,Tarnowskie Góry (Śląskie),17 500,Prywatny sprzedawca,1 600 cm3 • 30 KM • Pierwszy wlasciciel 30.000km,1999
Benzyna,Manualna,67 000 km,Polonez,Polonez Caro,Warszawa (Mazowieckie),17 000,,1 598 cm3 • 1 KM • POLONEZ CARO 1.6 '97 67.000km,1997
Benzyna,Manualna,214 000 km,Polonez,Polonez Atu,Tarnów (Małopolskie),6 000,Prywatny sprzedawca,1 598 cm3 • 84 KM • Polonez Atu Plus 1.6 benzyna,1998
Benzyna,Manualna,26 535 km,Polonez,Polonez Atu,Łańcut (Podkarpackie),24 900,Prywatny sprzedawca,"1 598 cm3 • 87 KM • Oryginalny przebieg 26000km, Nowy akumulator, Nowy Rozrząd",1998
Benzyna+LPG,Manualna,99 999 km,Polonez,Polonez 1.5,Garwolin (Mazowieckie),5 500,Prywatny sprzedawca,1 481 cm3 • 83 KM • POLONEZ MR'89 1.5 SLE w trakcie odbudowy,1989
Benzyna,Manualna,96 000 km,Polonez,Polonez Caro,Wołomin (Mazowieckie),27 900,Prywatny sprzedawca,1 600 cm3 • 116 KM • Polonez Caro 1.4 16v 2 właściciel 100% oryginał,1995
Benzyna,Manualna,172 000 km,Polonez,Polonez Caro,Klenica (Lubuskie),5 300,Prywatny sprzedawca,1 600 cm3 • 84 KM,1997
Benzyna,Manualna,137 000 km,Polonez,Polonez Atu,Kamień Wielki (Lubuskie),9 900,Prywatny sprzedawca,1 600 cm3 • 84 KM,1998
Benzyna,Manualna,76 000 km,Polonez,Polonez 1.6,Nowy Sącz (Małopolskie),29 900,Prywatny sprzedawca,1 600 cm3 • 76 KM • Polonez akwarium 1600 po remoncie,1989
Benzyna,Manualna,186 000 km,Polonez,Polonez Caro,Rokietnica (Wielkopolskie),10 777,Prywatny sprzedawca,1 595 cm3 • 84 KM • Polozez Caro Plus 2000 pierwszy właściciel garażowany,2000
Benzyna,Manualna,58 060 km,Polonez,Polonez 1.6,Gostynin (Mazowieckie),4 900,Prywatny sprzedawca,1 598 cm3 • 87 KM • Caro,1994
Benzyna,Manualna,81 000 km,Polonez,Polonez Atu,Łańcut (Podkarpackie),7 800,Prywatny sprzedawca,1 600 cm3 • 118 KM • Rezerwacja,1998
Benzyna+LPG,Manualna,95 000 km,Polonez,Polonez 1.6,Dąbrowa Górnicza (Śląskie),2 600,Prywatny sprzedawca,1 598 cm3 • 82 KM,1996
Benzyna,Manualna,37 500 km,Polonez,Polonez Caro,Łosice (Mazowieckie),7 800,Prywatny sprzedawca,"1 598 cm3 • 76 KM • Polonez Caro 1,6GLI 1 właściciel czarne blachy",1996
Benzyna,Manualna,90 600 km,Polonez,Polonez Caro,Krzymów (Wielkopolskie),4 800,,1 598 cm3 • 88 KM • Polonez Caro Plus 1997 poj.1.6 benzyna,1997
Benzyna,Manualna,123 650 km,Polonez,Polonez Caro,Kołaczkowo (Wielkopolskie),8 500,Prywatny sprzedawca,1 598 cm3 • 76 KM • Sprzedam Poloneza Caro,1994
Benzyna+LPG,Manualna,113 000 km,Polonez,Polonez Caro,Leśno (Pomorskie),7 000,Prywatny sprzedawca,1 600 cm3 • 75 KM • Polonez caro,2000
Benzyna,Automatyczna,45 273 km,Pontiac,Pontiac Le Mans,Wrocław (Dolnośląskie),32 500,Prywatny sprzedawca,5 804 cm3 • 177 KM • Luxury LeMans,1973
Benzyna,Automatyczna,223 000 km,Pontiac,Pontiac Inny,Drezdenko (Lubuskie),13 900,Prywatny sprzedawca,3 426 cm3 • 188 KM • Pontiac Torrent 2006 3.5 190 KM AWD,2006
Benzyna,Automatyczna,101 000 km,Pontiac,Pontiac Firebird,Wrocław (Dolnośląskie),219 000,Prywatny sprzedawca,4 998 cm3 • 172 KM • K.I.T.T. Knightrider Replica,1988
Benzyna,Manualna,68 800 km,Pontiac,Pontiac Firebird,Łaskarzew (Mazowieckie),9 900,,3 351 cm3 • 148 KM,1997
Benzyna,Automatyczna,9 600 km,Pontiac,Pontiac Bonneville,Węgrzce (Małopolskie),333 000,,6 364 cm3 • 389 KM • Sports Coupe 6.4 V8. EGZEMPLARZ KOLEKCJONERSKI. Jedyny taki w UE.,1964
Benzyna,Automatyczna,256 000 km,Pontiac,Pontiac Firebird,Krzeszowice (Małopolskie),15 500,Prywatny sprzedawca,3 791 cm3 • 250 KM • Pontiac Firebird- okazja- zamiana,1997
Benzyna,Manualna,171 185 km,Pontiac,Pontiac Solstice,Słupsk (Pomorskie),45 900,,"2 384 cm3 • 177 KM • 2.4 Benzyna 177 KM, Skóra, Tempomat, Komputer, Alufelgi, UNIKAT !!!",2006
Benzyna,Automatyczna,93 559 km,Pontiac,Pontiac Firebird,Słupsk (Pomorskie),118 000,Prywatny sprzedawca,6 600 cm3 • 188 KM • Trans AM T/A 6.6,1976
Benzyna+LPG,Manualna,168 000 km,Pontiac,Pontiac Vibe 1.8,Nasielsk (Mazowieckie),11 500,,1 794 cm3 • 130 KM • 1.8 Gaz Toyota Raty Zamiana,2004
Benzyna,Manualna,150 000 km,Pontiac,Pontiac Fiero GT,Swarzędz (Wielkopolskie),19 999,Prywatny sprzedawca,2 837 cm3 • 137 KM • Replika Ferrari F355 2.8 v6 nie Mera 328 Projekt,1987
Benzyna+LPG,Automatyczna,177 000 km,Pontiac,Pontiac Inny,Poznań (Wielkopolskie),27 675,Prywatny sprzedawca,3 400 cm3 • 180 KM • Pontiac Aztek LPG,2001
Benzyna,Automatyczna,13 415 km,Pontiac,Pontiac Catalina,Chojnice (Pomorskie),85 000,Prywatny sprzedawca,6 800 cm3 • 1 KM • Po renowacji,1963
Benzyna,Automatyczna,147 200 km,Pontiac,Pontiac Firebird,Kalisz (Wielkopolskie),34 344,Prywatny sprzedawca,3 800 cm3 • 173 KM • Trans Am 5.0 V8 146 tys. przebieg Szwajcaria,1989
Benzyna,Automatyczna,50 000 km,Porsche,Porsche Macan,Jędrzejów (Świętokrzyskie),259 000,Prywatny sprzedawca,1 984 cm3 • 265 KM • Salon polska pierwszy właściciel,2021
Elektryczny,Automatyczna,10 km,Porsche,Porsche Taycan,Sopot (Pomorskie),771 876,,598 KM • 4S Cross Turismo Volcano Grey Metallic,2024
Benzyna,Automatyczna,128 702 km,Porsche,Porsche Cayenne,Warszawa (Mazowieckie),245 000,,"2 995 cm3 • 340 KM • 2018, FV23%, Porsche Approved, Porsche Centrum Warszawa",2018
Benzyna,Automatyczna,47 990 km,Porsche,Porsche 911 Turbo S,Poznań (Wielkopolskie),1 099 999,Prywatny sprzedawca,3 745 cm3 • 650 KM,2022
Benzyna,Automatyczna,10 km,Porsche,Porsche Cayenne GTS,Sopot (Pomorskie),892 591,,3 996 cm3 • 500 KM • Porsche Cayenne GTS,2024
Benzyna,Automatyczna,10 km,Porsche,Porsche Panamera GTS,Sopot (Pomorskie),923 349,,3 996 cm3 • 480 KM • Porsche Panamera GTS I 500 KM,2024
Benzyna,Automatyczna,62 000 km,Porsche,Porsche Macan S,Muszyna (Małopolskie),259 000,Prywatny sprzedawca,"2 995 cm3 • 354 KM • Pierwszy właściciel, stan idealny Salon Polska",2019
Benzyna,Automatyczna,64 699 km,Porsche,Porsche 718 Boxster,Warszawa (Mazowieckie),179 900,Prywatny sprzedawca,1 988 cm3 • 300 KM,2018
Benzyna,Automatyczna,10 km,Porsche,Porsche Cayenne S,Sopot (Pomorskie),802 744,,3 996 cm3 • 474 KM • Porsche Cayenne S,2024
Benzyna,Automatyczna,364 000 km,Porsche,Porsche Cayenne,Kielce (Świętokrzyskie),71 900,Prywatny sprzedawca,3 598 cm3 • 300 KM • Porsche Cayenne 2012 Salon Polska,2012
Benzyna,Automatyczna,10 km,Porsche,Porsche Panamera GTS,Sopot (Pomorskie),997 574,,3 996 cm3 • 480 KM • Porsche Panamera GTS I 500 KM,2024
Hybryda Plug-in,Automatyczna,10 km,Porsche,Porsche Panamera 4 E-Hybrid,Sopot (Pomorskie),710 000,,2 894 cm3 • 330 KM • Porsche Panamera 4 E-Hybrid,2024
Benzyna,Automatyczna,196 000 km,Porsche,Porsche Panamera GTS,Wieluń (Łódzkie),139 000,Prywatny sprzedawca,4 806 cm3 • 430 KM • Porsche Panamera GTS,2012
Benzyna,Automatyczna,69 000 km,Porsche,Porsche Panamera,Katowice (Śląskie),350 000,Prywatny sprzedawca,2 894 cm3 • 440 KM • Porsche Panamera 2.9 V6 Turbo E-Hybrid 4x4 640km/850nm,2019
Benzyna,Manualna,51 301 km,Porsche,Porsche 924,Warszawa (Mazowieckie),79 000,Prywatny sprzedawca,1 960 cm3 • 125 KM • Porsche 924 Dakar Safari,1981
Hybryda Plug-in,Automatyczna,12 km,Porsche,Porsche Cayenne Coupe E-Hybrid,Sopot (Pomorskie),702 371,,2 995 cm3 • 304 KM • Porsche Cayenne E - Hybrid Coupe I 470 KM,2024
Benzyna,Automatyczna,138 300 km,Porsche,Porsche Macan Turbo,Białogard (Zachodniopomorskie),270 000,Prywatny sprzedawca,"2 894 cm3 • 440 KM • Porsche Macan Turbo 2.9, 440KM, 138 tys.km, 1 właściciel, FV23%",2019
Benzyna,Manualna,9 800 km,Porsche,Porsche 924 Standard,Warszawa (Mazowieckie),99 000,Prywatny sprzedawca,1 984 cm3 • 125 KM • Porsche 924 Dakar Safari,1984
Benzyna,Automatyczna,115 500 km,Porsche,Porsche 911 Carrera 4 S Tiptronic,Białobrzegi (Mazowieckie),250 000,Prywatny sprzedawca,"3 824 cm3 • 355 KM • Porsche 911 997.1 Carrera 4S Tiptronic | Bezwypadkowa, Japonia",2007
Benzyna,Automatyczna,10 km,Porsche,Porsche 718 Cayman GPF GT4 RS PDK,Sopot (Pomorskie),971 130,,3 996 cm3 • 500 KM • Porsche 718 Cayman GT4 RS,2024
Hybryda Plug-in,Automatyczna,10 km,Porsche,Porsche Panamera 4S E-Hybrid,Sopot (Pomorskie),740 000,,2 894 cm3 • 440 KM • Porsche Panamera 4S e-Hybrid,2024
Benzyna,Automatyczna,120 000 km,Porsche,Porsche Panamera GTS Sport Turismo,Zawiercie (Śląskie),380 070,,"3 996 cm3 • 460 KM • GTS Automatik ""Sport Turismo"" soft close carbon serwis ASO FV23",2019
Benzyna,Automatyczna,162 000 km,Porsche,Porsche Cayenne Turbo,Piastów (Mazowieckie),50 000,Prywatny sprzedawca,4 806 cm3 • 500 KM,2007
Hybryda Plug-in,Automatyczna,12 km,Porsche,Porsche Cayenne Coupe S E-Hybrid,Sopot (Pomorskie),693 975,,2 995 cm3 • 353 KM • Porsche Cayenne S E-Hybrid Coupe I 519 KM,2024
Hybryda Plug-in,Automatyczna,10 km,Porsche,Porsche Cayenne Coupe E-Hybrid,Sopot (Pomorskie),631 302,,2 995 cm3 • 304 KM • Porsche Cayenne E-Hybrid Coupe I 470 KM,2024
Diesel,Automatyczna,145 397 km,Porsche,Porsche Cayenne Diesel,Gdańsk (Pomorskie),135 700,Prywatny sprzedawca,"2 967 cm3 • 262 KM • SUV 3,0 Diesel V6, Bezwypadkowy, Model: 2016, Napęd 4x4",2015
Benzyna,Manualna,167 725 km,Porsche,Porsche 911,Gliwice (Śląskie),350 000,Prywatny sprzedawca,3 600 cm3 • 250 KM • Carrera 3.2 G50,1989
Benzyna,Automatyczna,60 000 km,Porsche,Porsche Cayenne Coupe,Korfantów (Opolskie),445 000,Prywatny sprzedawca,"2 995 cm3 • 340 KM • Pierwszy właściciel, stan idealny, salon Polska, 100% bez zdarzeń",2022
Diesel,Automatyczna,292 000 km,Porsche,Porsche Cayenne Diesel,Osielsko (Kujawsko-pomorskie),139 000,Prywatny sprzedawca,"2 967 cm3 • 262 KM • Polski salon, pierwszy właściciel, stan bdb",2015
Benzyna,Automatyczna,64 900 km,Porsche,Porsche Macan,Warszawa (Mazowieckie),209 000,,"1 984 cm3 • 265 KM • Macan, Serwis ASO, FV23%, Salon Polska",2020
Benzyna,Automatyczna,63 500 km,Porsche,Porsche Macan Standard,Opole (Opolskie),239 000,Prywatny sprzedawca,1 984 cm3 • 265 KM • Porsche Macan,2022
Benzyna,Automatyczna,110 000 km,Porsche,Porsche Panamera 4,Gdańsk (Pomorskie),255 000,Prywatny sprzedawca,2 995 cm3 • 330 KM • GWARANCJA - FV VAT - 2018 pierwsza rejestracja - serwisowany w ASO,2017
Benzyna,Automatyczna,174 000 km,RAM,RAM 1500 5.7 Crew Cab Bighorn,Bydgoszcz (Kujawsko-pomorskie),105 000,Prywatny sprzedawca,5 654 cm3 • 399 KM • 2015 RAM 1500 5.7 ZF 8hp Big Horn LPG STAG opony AT,2015
Benzyna,Automatyczna,37 207 km,RAM,RAM 1500,Łapy (Podlaskie),205 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • 5.7 HEMI eTORQUE / Jasne skóry / 4x4 / LARAMIE,2021
Benzyna,Automatyczna,189 900 km,RAM,RAM 1500,Łapy (Podlaskie),92 000,Prywatny sprzedawca,5 654 cm3 • 399 KM,2018
Benzyna+LPG,Automatyczna,58 478 km,RAM,RAM 1500 Crew Cab Limited,Michałowo (Podlaskie),249 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • Limited Night Edition,2020
Benzyna,Automatyczna,52 000 km,RAM,RAM 1500 Crew Cab Longhorn,Ostrołęka (Mazowieckie),255 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • Ram Dodge 1500 5.7 Hemi Longhorn,2020
Benzyna,Automatyczna,15 120 km,RAM,RAM Inny,Łódź (Łódzkie),469 000,Prywatny sprzedawca,6 199 cm3 • 702 KM • RAM TRX 100 % BEZWYPADKOWY!!! 6.2 Supercharger 2021 rok stan idealny,2021
Diesel,Automatyczna,13 763 km,RAM,RAM 1500,Wrocław (Dolnośląskie),209 999,Prywatny sprzedawca,2 988 cm3 • 244 KM • Ram 1500 LIMITED - MAX wyposażenie DIESEL,2021
Benzyna,Automatyczna,38 000 km,RAM,RAM 1500 Quad Cab Laramie,Białystok (Podlaskie),239 600,Prywatny sprzedawca,"5 654 cm3 • 401 KM • Laramie, Rambox, koła 22`",2022
Benzyna,Automatyczna,65 270 km,RAM,RAM 1500 5.7 Crew Cab Bighorn,Zambrów (Podlaskie),129 900,Prywatny sprzedawca,5 654 cm3 • 399 KM • Dodge Ram 1500 Big Horne,2019
Benzyna,Automatyczna,37 000 km,RAM,RAM 2500,Jastrzębie-Zdrój (Śląskie),159 000,Prywatny sprzedawca,6 400 cm3 • 557 KM • Doge ram 2500 wersja Laramie 37000km przebiegu,2017
Diesel,Automatyczna,102 000 km,RAM,RAM 1500 Crew Cab Laramie,Kamionki Duże (Kujawsko-pomorskie),135 300,Prywatny sprzedawca,2 988 cm3 • 244 KM • Pierwszy właściciel w kraju faktura vat 110tś netto .3.5t na haku,2018
Benzyna+LPG,Automatyczna,91 000 km,RAM,RAM 1500 Crew Cab Shortbed Limited,Nysa (Opolskie),220 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • LIMITED / full opcja / gaz / śliczny !,2020
Benzyna,Automatyczna,96 000 km,RAM,RAM 1500 Crew Cab Longhorn,Jelcz-Laskowice (Dolnośląskie),162 800,Prywatny sprzedawca,5 654 cm3 • 401 KM • Bezwypadkowy Cowboyska ram 1500 5.7 hemi longhorn zadbany polecamy,2018
Benzyna,Automatyczna,30 000 km,RAM,RAM 1500 5.7 Crew Cab Shortbed Bighorn Chrome,Wrocław (Dolnośląskie),219 500,Prywatny sprzedawca,5 654 cm3 • 399 KM • RAM 1500 SLT Polski salon / LPG/1 właściciel,2021
Benzyna+LPG,Automatyczna,145 000 km,RAM,RAM 1500 5.7 Crew Cab Laramie,Smolice (Wielkopolskie),151 900,Prywatny sprzedawca,5 654 cm3 • 399 KM • 4x4 Zadbany LPG Alpina Długa Kabina Długa Paka,2018
Benzyna,Automatyczna,85 000 km,RAM,RAM 1500 5.7 Crew Cab Rebel,Murowaniec (Kujawsko-pomorskie),174 900,Prywatny sprzedawca,"5 654 cm3 • 399 KM • RAM 1500 REBEL, LPG BRC, Bezwypadkowy!",2019
Benzyna,Automatyczna,143 000 km,RAM,RAM 1500 Crew Cab Shortbed Bighorn,Bydgoszcz (Kujawsko-pomorskie),159 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • RAM 1500 BIGHORN 2019,2019
Benzyna+LPG,Automatyczna,14 000 km,RAM,RAM 1500,Łódź (Łódzkie),180 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • Dodge RAM 2500 6.4 HEMI 2020R DMC 4.5T,2020
Benzyna+LPG,Automatyczna,14 000 km,RAM,RAM 2500,Łódź (Łódzkie),180 000,Prywatny sprzedawca,6 400 cm3 • 410 KM • Dodge RAM 2500 6.4 HEMI 2020R DMC 4.5T,2020
Benzyna,Automatyczna,93 000 km,RAM,RAM 1500 5.7 Crew Cab Bighorn,Aleksandrów Łódzki (Łódzkie),159 900,,5 654 cm3 • 399 KM • Felgi Larami 22 Cale // Ful Led// Fotele Rąby // 5.7 Hemi // 4x4 //,2019
Benzyna+LPG,Automatyczna,98 500 km,RAM,RAM 1500 Crew Cab Shortbed Bighorn,Gdańsk (Pomorskie),205 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • Ram 1500 5.7 Hemi Bighorn,2020
Benzyna,Automatyczna,110 000 km,RAM,RAM 1500,Reda (Pomorskie),205 000,Prywatny sprzedawca,5 654 cm3 • 401 KM,2019
Benzyna,Automatyczna,149 500 km,RAM,RAM 1500 Crew Cab MB Sport,Kozy (Śląskie),99 999,Prywatny sprzedawca,5 654 cm3 • 401 KM • Ram 1500,2017
Benzyna,Automatyczna,15 800 km,RAM,RAM 1500,Kielce (Świętokrzyskie),795 000,,6 200 cm3 • 711 KM • Dodge Ram Trx Havoc Editon,2023
Benzyna,Automatyczna,139 000 km,RAM,RAM 1500 5.7 Crew Cab Shortbed Limited Black,Płock (Mazowieckie),239 900,Prywatny sprzedawca,"5 654 cm3 • 399 KM • PIĘKNE RAM 1500 5,7 HEMI Limited FULL Opcja LPG",2021
Benzyna,Automatyczna,6 646 km,RAM,RAM 1500 Crew Cab Shortbed Rebel,Łomża (Podlaskie),319 000,Prywatny sprzedawca,5 654 cm3 • 401 KM • Rebel GT 1500 Full opcja,2023
Benzyna,Automatyczna,66 000 km,RAM,RAM 1500 5.7 Crew Cab Bighorn,Halinów (Mazowieckie),125 000,Prywatny sprzedawca,"5 654 cm3 • 399 KM • RAM 1500 3,6 silnik 286 km",2021
Benzyna,Automatyczna,43 000 km,RAM,RAM 1500 Crew Cab Rebel,Strzelce Krajeńskie (Lubuskie),279 999,Prywatny sprzedawca,"5 654 cm3 • 401 KM • RAM 1500 5,7 V8 Rebel 401KM",2021
Benzyna,Automatyczna,40 000 km,RAM,RAM 1500 Crew Cab MB Sport,Andrespol (Łódzkie),239 999,Prywatny sprzedawca,5 654 cm3 • 401 KM • Stan idealny polecam !!!,2022
Benzyna+LPG,Automatyczna,168 987 km,RAM,RAM 1500,Białystok (Podlaskie),67 650,Prywatny sprzedawca,"5 654 cm3 • 399 KM • / 3,6 benzyna / gaz BRC / VAT 1 / fv 23% /",2016
Benzyna,Automatyczna,143 000 km,RAM,RAM 1500 5.7 Quad Cab Longbed Rebel,Ostrołęka (Mazowieckie),105 000,Prywatny sprzedawca,5 654 cm3 • 399 KM • 2017 RAM 1500 5.7 Hemi Rebel,2017
Benzyna,Automatyczna,60 000 km,RAM,RAM 1500 5.7 Crew Cab Longbed Laramie Sport,Skórcz (Pomorskie),220 000,Prywatny sprzedawca,5 654 cm3 • 399 KM • RAM 1500,2022
Benzyna+LPG,Manualna,210 000 km,Renault,Renault Thalia 1.2 16V All Inclusive,Kraków (Małopolskie),9 500,Prywatny sprzedawca,"1 149 cm3 • 75 KM • Pełna historia serwisowa, Salon POLSKA, LPG, All Inclusive",2011
Benzyna,Manualna,90 000 km,Renault,Renault Twingo SCe 70 Zen,Radom (Mazowieckie),23 700,Prywatny sprzedawca,999 cm3 • 70 KM • Renault Twingo,2014
Diesel,Automatyczna,74 040 km,Renault,Renault Koleos,Konin (Wielkopolskie),93 700,Prywatny sprzedawca,1 749 cm3 • 149 KM • Renault Koleos Initiale Paris,2021
Elektryczny,Automatyczna,33 500 km,Renault,Renault Megane,Olkusz (Małopolskie),99 900,Prywatny sprzedawca,130 KM • Evolution ER EV60 130hk optimum charge,2022
Diesel,Manualna,289 000 km,Renault,Renault Laguna 2.0 dCi FAP GT,Piotrków Trybunalski (Łódzkie),15 900,Prywatny sprzedawca,1 995 cm3 • 178 KM • Renault Laguna III GT,2008
Diesel,Automatyczna,136 000 km,Renault,Renault Koleos 2.0 dCi Intens 4x4 X-Tronic,Jaworzynka (Śląskie),82 800,Prywatny sprzedawca,1 995 cm3 • 177 KM • renault koleos 4x4 Pierwszy właściciel,2018
Diesel,Manualna,50 500 km,Renault,Renault Clio dCi 75 Expression,Krotoszyn (Wielkopolskie),39 900,Prywatny sprzedawca,1 461 cm3 • 75 KM • RENAULT Clio 1.5 dci,2019
Benzyna+LPG,Manualna,24 586 km,Renault,Renault Clio 1.0 TCe Zen,Łódź (Łódzkie),59 900,,"999 cm3 • 90 KM • 1.0 TCe Zen LPG, ASO, salon PL, 1 właściciel",2022
Diesel,Manualna,167 998 km,Renault,Renault Scenic 1.6dCi Energy Bose Edition,Mielec (Podkarpackie),31 980,Prywatny sprzedawca,1 598 cm3 • 130 KM • Sprzedam Grand Scenic 3 - po lifcie .,2012
Benzyna,Manualna,48 677 km,Renault,Renault Scenic 1.3 TCe FAP Life,Ligota Mała (Dolnośląskie),65 000,Prywatny sprzedawca,1 332 cm3 • 115 KM • Renault Scenic 2021 1.3 TCe FAP 115 KM niski przebieg 48 tys. !!!,2021
Benzyna,Manualna,112 000 km,Renault,Renault Twingo 1.2 Dynamique,Glincz (Pomorskie),6 700,Prywatny sprzedawca,1 149 cm3 • 58 KM • Renault Twingo. Niski Przebieg!!!,2007
